%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1580139979287056052,334,1580139979286417961,/rgps,6,15,45.6245422148,9.28198771053,230.258428356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979381136176,335,1580139979381766080,/rgps,6,15,45.6245450635,9.28199383307,230.267471252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979477372033,336,1580139979483338117,/rgps,6,15,45.624547727,9.28200006588,230.271139625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979575303724,337,1580139979574780941,/rgps,6,15,45.6245502436,9.2820064146,230.277341953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979678281325,338,1580139979678369998,/rgps,6,15,45.6245525425,9.28201292559,230.286203785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979778211092,339,1580139979778119087,/rgps,6,15,45.6245547346,9.28201957731,230.29298571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979881196557,340,1580139979880340099,/rgps,6,15,45.6245567318,9.28202631986,230.299377603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139979990246812,341,1580139979988636970,/rgps,6,15,45.6245585217,9.28203312025,230.304895763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980084298610,342,1580139980085882902,/rgps,6,15,45.6245601578,9.28204003347,230.309814677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980178289666,343,1580139980177731990,/rgps,6,15,45.6245616017,9.28204702106,230.317636742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980278242567,344,1580139980279958009,/rgps,6,15,45.6245628504,9.28205403418,230.318540963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980384468693,345,1580139980383002996,/rgps,6,15,45.6245639329,9.28206108676,230.319954842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980487425566,346,1580139980489495992,/rgps,6,15,45.6245648082,9.28206821397,230.32330149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980572231377,347,1580139980572338104,/rgps,6,15,45.6245654852,9.28207539443,230.326060321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980675137252,348,1580139980676282882,/rgps,6,15,45.6245660018,9.28208259965,230.325698943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980778248589,349,1580139980780066967,/rgps,6,15,45.6245663085,9.28208983911,230.330647484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980875443436,350,1580139980877656936,/rgps,6,15,45.6245664513,9.28209711335,230.332441041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139980981595784,351,1580139980983313083,/rgps,6,15,45.6245664404,9.28210436211,230.332059903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981093914446,352,1580139981093589067,/rgps,6,15,45.6245662996,9.28211164259,230.332865454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981175865875,353,1580139981176621913,/rgps,6,15,45.6245660567,9.28211890648,230.337514544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981281902910,354,1580139981278239965,/rgps,6,15,45.62456575,9.28212621398,230.335469811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981382024649,355,1580139981381747007,/rgps,6,15,45.6245653282,9.282133476,230.332404066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981491293857,356,1580139981488749027,/rgps,6,15,45.6245647911,9.28214076102,230.337034252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981579126940,357,1580139981579351902,/rgps,6,15,45.624564185,9.28214804561,230.33630071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981676665227,358,1580139981678800106,/rgps,6,15,45.6245635265,9.28215532637,230.338915342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981779516461,359,1580139981781461000,/rgps,6,15,45.6245628792,9.28216264001,230.334805997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981876606575,360,1580139981877366065,/rgps,6,15,45.624562254,9.2821699645,230.334291631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139981976745409,361,1580139981978646039,/rgps,6,15,45.6245616354,9.28217732347,230.337130127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139982089017203,362,1580139982091350078,/rgps,6,15,45.6245609858,9.28218472722,230.340300853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139982173950950,363,1580139982176043987,/rgps,6,15,45.6245603691,9.28219213695,230.339078486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139982277067974,364,1580139982277759075,/rgps,6,15,45.6245597712,9.2821995868,230.340071876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1580139982380143709,365,1580139982381918907,/rgps,6,15,45.6245592357,9.28220705331,230.336809293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
